,Nom,police-FR,osm_original_geom,geometry,numero_hab,rue,code_postal,ville,Adresse_full,type
4971,Commissariat de police d'Arpajon,police,"SRID=3857;POLYGON((249833.665270399 6205289.37696216,249835.335062761 6205267.66728356,249835.891660215 6205260.0941529,249838.563327994 6205247.64057492,249833.999228871 6205246.96740906,249835.112423779 6205239.05771423,249840.344439847 6205239.05771423,249846.244372859 6205240.40404474,249846.912289804 6205238.88942293,249863.498893932 6205240.0674621,249862.830976987 6205244.44303757,249870.623341342 6205246.12595182,249871.959175232 6205238.72113163,249872.404453195 6205238.72113163,249877.413830281 6205238.21625776,249873.962926066 6205254.54052803,249869.287507453 6205253.86736163,249865.391325275 6205275.74529703,249861.383823607 6205274.90383693,249855.483890595 6205306.54279377,249838.563327994 6205303.1769417,249840.678398319 6205290.72330064,249833.665270399 6205289.37696216),(249844.307413719 6205261.87804529,249856.541425757 6205263.77974231,249857.587828971 6205257.04807336,249845.353816932 6205255.14637784,249844.307413719 6205261.87804529))",POINT (2.244451557896519 48.58816410250279),10,Rue du Docteur Louis Babin,91290,Arpajon,,police
4973,,police_municipale,,POINT (2.459813199999975 48.89575299971816),,,,,,police
4975,Groupement II/1 de Gendarmerie mobile,gendarmerie,,POINT (2.432553400000033 48.80809309973991),,Avenue Busteau,94700,,,police
4994,,,"SRID=3857;POLYGON((251465.809380512 6270000.34962797,251470.351215736 6269997.6532821,251468.993117949 6269994.97389524,251479.334698643 6269989.47945901,251485.490666484 6269986.22349849,251500.095783676 6270015.32369016,251477.119440777 6270026.66872208,251472.076667844 6270014.96756832,251465.809380512 6270000.34962797))",POINT (2.259103341830555 48.97138100967006),44,,,,,police
5007,Commissariat de la Goutte d'Or,police,"SRID=3857;POLYGON((261794.187583599 6255467.91795094,261794.220979446 6255467.49472474,261794.410222581 6255465.83567824,261795.534549438 6255454.74716149,261795.835112063 6255451.86922822,261797.705279508 6255433.5859103,261807.044984786 6255434.66936508,261807.044984786 6255434.29692748,261806.599706822 6255434.17842462,261806.154428859 6255433.92448991,261805.809338438 6255433.56898133,261805.575567507 6255433.14575684,261805.441984118 6255432.68867442,261805.441984118 6255432.24852101,261805.553303609 6255431.70679376,261805.764810641 6255431.23278244,261806.488387332 6255430.58948141,261806.8668736 6255430.42019168,261807.523658596 6255430.36940475,261809.237978754 6255414.10067699,261799.809217884 6255412.96643803,261802.536545408 6255386.1679707,261817.275245989 6255385.60931751,261832.548280126 6255385.03373548,261823.79856815 6255463.55025757,261822.128775788 6255478.58325818,261808.425346471 6255477.36436524,261809.327034347 6255469.27227493,261794.599465715 6255467.98566713,261794.187583599 6255467.91795094))",POINT (2.351916144986355 48.88534808746993),,,,,,police
5016,Commissariat de police de Chennevieres-sur-Marne,police,,POINT (2.531742299999989 48.79902679974217),,,,,,police
5020,,police_municipale,,POINT (2.479854899999961 48.83655229973289),,,,,,police
5031,Brigade de gendarmerie de Jouars-Pontchartrain,gendarmerie,"SRID=3857;POLYGON((210883.276004458 6241715.56987645,210902.211449842 6241713.98112739,210905.517638718 6241750.35341452,210885.992200033 6241751.7731538,210883.276004458 6241715.56987645))",POINT (1.894495426885237 48.80437577790208),,,,,,police
5034,,,"SRID=3857;POLYGON((259134.820608293 6254732.45045913,259135.165698715 6254717.43571089,259145.318036275 6254717.67269657,259145.49614746 6254712.57750606,259153.099268681 6254712.76370898,259152.843233853 6254732.99214165,259143.214097899 6254732.70437281,259134.820608293 6254732.45045913))",POINT (2.32793591218986 48.88117891212212),,,,,,police
5036,,police,,POINT (2.318430000000006 48.84093529973178),,,,,,police
5040,,,,POINT (2.346368300000009 48.85504369972831),,,,,,police
5060,Commissariat de police de Saint-Maur-des-Fosses,police,"SRID=3857;POLYGON((277136.250936677 6240235.94814755,277159.216147628 6240235.44118844,277158.859925257 6240219.31990461,277217.937179021 6240218.00181358,277218.705283508 6240252.42433507,277136.662818793 6240254.24939166,277136.250936677 6240235.94814755))",POINT (2.489966359665549 48.79552613822431),,,,,,police
5068,,police_municipale,,POINT (2.225659499999983 49.00028839969229),156,Chaussée Jules César,,,,police
5101,,,,POINT (2.345755000000041 48.93563109970828),,,,,,police
5113,Commissariat de police de Epinay-sur-Seine,police,,POINT (2.312599600000016 48.95217469970423),,,,,,police
5120,Brigade de gendarmerie de Saint-Chéron,gendarmerie,"SRID=3857;POLYGON((236333.605531477 6199109.35451666,236334.150996982 6199107.67281601,236336.889456456 6199099.23068379,236350.514962129 6199057.22195117,236366.489309058 6199062.40155952,236349.579878406 6199114.55097375,236333.605531477 6199109.35451666))",POINT (2.123168600080691 48.55141513371621),6,Impasse Vauvilliers,91530,Saint-Chéron,,police
5130,,police,,POINT (2.300263399999962 48.84143839973166),,,,,,police
5135,,police_municipale,"SRID=3857;POLYGON((288188.962802458 6211911.63164971,288193.337658446 6211911.58112268,288193.248602853 6211905.83788557,288210.725762908 6211905.66946225,288210.837082399 6211919.64860893,288189.096385847 6211919.86755961,288188.962802458 6211911.63164971))",POINT (2.588950671355697 48.62763325231856),306,Avenue Philippe Bur,77550,Moissy-Cramayel,,police
5137,Commissariat de police de Franconville,police,"SRID=3857;POLYGON((247975.62051762 6272298.0675917,247994.84539368 6272287.92386579,248003.762084892 6272304.85269943,247984.414757392 6272315.06429685,247975.62051762 6272298.0675917))",POINT (2.227729065377693 48.98491095396667),10,Boulevard Maurice Berteaux,95130,Franconville,,police
5143,,police_municipale,,POINT (2.261152500000022 48.99088719969463),,,,,,police
5158,Commissariat de police de Livry-Gargan,police,,POINT (2.522467000000032 48.91285049971393),,,,,,police
5161,,police_municipale,,POINT (2.224969000000008 48.8714703997242),,Rue du Clos des Ermites,,,,police
5165,Commissariat de police de La-Celle-Saint-Cloud,police,,POINT (2.136579600000035 48.84886359972985),8,Avenue Charles de Gaulle,78170,La Celle-Saint-Cloud,,police
5179,Commissariat de police de la Plaine-Saint-Denis,police,"SRID=3857;POLYGON((262932.039758742 6260447.87716131,262952.132926831 6260446.74224759,262952.845371572 6260458.5487456,262968.808586551 6260458.26078204,262968.83085045 6260460.95408868,262966.17031462 6260460.98796675,262966.237106314 6260470.42301631,262984.972176615 6260475.14901457,262984.961044666 6260475.94515074,262987.476865157 6260475.9112726,262987.577052699 6260499.01619305,262939.141942255 6260499.23640153,262936.592725916 6260479.72256378,262939.175338102 6260477.85926565,262938.807983783 6260475.62330845,262935.078780841 6260476.21617583,262932.039758742 6260447.87716131))",POINT (2.362185517396555 48.91515621606807),,,,,,police
5185,Unité de police de quartier Porte Saint-Martin,police,,POINT (2.358279200000013 48.87250689972393),,,,,,police
5189,,police_municipale,"SRID=3857;POLYGON((268032.053173844 6210255.68534547,268036.016147716 6210254.60764554,268034.179376118 6210247.85518502,268046.168485276 6210244.58841053,268050.944091431 6210262.1010307,268034.980876451 6210266.44551321,268032.053173844 6210255.68534547))",POINT (2.407856577124105 48.617792763906),14,Route de Versailles,91080,Évry-Courcouronnes,,police
5214,,police,,POINT (2.419330100000003 48.86754529972517),,,,,,police
5228,,gendarmerie,,POINT (2.267087200000015 48.81931559973717),,,,,,police
5229,Brigade de gendarmerie d'Ecquevilly,gendarmerie,"SRID=3857;POLYGON((213512.976335467 6266833.99056034,213514.824239015 6266832.75307874,213515.202725283 6266832.49880172,213513.610856565 6266830.15945351,213521.180581939 6266824.78573579,213526.334674363 6266832.38013912,213530.865377638 6266829.125394,213543.110521625 6266847.21297778,213530.453495522 6266855.94317499,213518.353066873 6266838.04204246,213518.787212887 6266837.75386166,213516.850253747 6266834.90595781,213514.557072237 6266836.48247589,213512.976335467 6266833.99056034))",POINT (1.918157120818436 48.95270466130506),21,Rue du Bel-Air,78920,Ecquevilly,,police
5232,Commissariat de police de Sèvres,police,,POINT (2.209535599999998 48.82331379973613),4,Avenue de l'Europe,92310,Sèvres,,police
5240,Commissariat de police de Rueil-Malmaison,police,,POINT (2.178509700000025 48.87240879972401),13,Rue Charles Floquet,92500,Rueil-Malmaison,,police
5243,Commissariat de police de Asnières-sur-Seine,police,"SRID=3857;POLYGON((254647.865892889 6259027.55857061,254657.773327569 6259017.29525826,254661.624981951 6259013.36607266,254665.432108536 6259017.14283292,254667.057373101 6259015.41534596,254668.604714023 6259016.922663,254667.06850505 6259018.78563948,254674.827473559 6259026.35610268,254683.15417147 6259017.49849205,254681.183816483 6259015.51696283,254700.44208839 6258995.90492944,254713.778163387 6259008.7594436,254694.508759531 6259028.81184723,254693.963294026 6259028.30376209,254685.93715874 6259036.83959646,254698.761164079 6259049.35544853,254692.271237766 6259055.89282923,254684.879623577 6259063.34477194,254647.865892889 6259027.55857061))",POINT (2.287844665310839 48.906606643437),12,Rue du Château,92600,Asnières-sur-Seine,,police
5247,Commissariat central de police de Paris 14e arrondissement,police,,POINT (2.332287999999978 48.83200069973397),,,,,,police
5253,Commissariat de police de Noisiel,police,"SRID=3857;POLYGON((291085.184258325 6248999.90346336,291119.025383526 6248998.38101242,291118.914064035 6248995.91125925,291136.201980955 6248995.1500341,291136.50254358 6249001.67965648,291138.762329243 6249001.57815972,291138.884780683 6249004.21707586,291144.36169963 6249003.08369511,291145.786589112 6249014.16376715,291124.89192069 6249018.54505154,291124.847392894 6249013.84236027,291085.863307218 6249015.16182015,291085.184258325 6248999.90346336))",POINT (2.615137892513343 48.84739319100738),,,,,,police
5256,Commissariat de police de Bondy,police,"SRID=3857;POLYGON((276722.710160329 6258129.90452449,276740.254112078 6258124.70567355,276756.851848155 6258182.40124382,276743.883127478 6258186.1606988,276741.512022324 6258186.7703403,276739.185444966 6258187.32917839,276737.871874975 6258182.90927818,276722.710160329 6258129.90452449))",POINT (2.485995570436277 48.90145063280931),,,,,,police
5271,,police,,POINT (2.390175300000001 48.84262639973134),,,,,,police
5294,,police_municipale,,POINT (2.309633200000009 48.97142199969942),,,,,,police
5300,Commissariat de police de Saint-Germain-En-Laye,police,,POINT (2.093324699999981 48.89997749971717),19,Rue de Pontoise,78100,Saint-Germain-en-Laye,,police
5311,Commissariat de police de Pontault-Combault,police,,POINT (2.605265200000035 48.7990166997422),162,Avenue de la République,77340,Pontault-Combault,,police
5320,Brigade de gendarmerie d'Angerville,gendarmerie,"SRID=3857;POLYGON((222578.958117111 6159468.37731801,222583.188257762 6159459.00348914,222581.5184654 6159458.33393033,222583.744855216 6159453.64702012,222590.201385682 6159451.47095554,222588.197634847 6159445.277544,222590.869302626 6159444.44059684,222586.305203504 6159430.3798968,222591.982497534 6159428.53861637,222590.090066191 6159422.67999944,222602.55784916 6159418.66266445,222602.112571196 6159416.98877543,222609.793616061 6159414.47794251,222609.125699116 6159412.13449912,222622.26139903 6159407.78239166,222622.817996484 6159409.62366762,222630.387721858 6159407.28022556,222640.072517557 6159411.96711033,222639.404600612 6159413.30622073,222643.30078279 6159415.14749788,222638.848003158 6159424.35388958,222627.493415097 6159418.99744229,222628.495290514 6159416.98877543,222626.268900699 6159416.31921991,222612.353964349 6159420.83872067,222611.908686386 6159419.49960908,222608.791740644 6159420.50394275,222610.016255043 6159424.35388958,222606.231392356 6159425.52561287,222607.010628791 6159428.03644905,222599.329583927 6159430.54728595,222602.780488141 6159441.26019838,222605.45215592 6159440.42325161,222607.344587264 6159446.11449124,222600.999376288 6159448.12316496,222601.778612724 6159450.63400777,222612.687922822 6159455.65569561,222611.01813046 6159459.50565828,222615.470910092 6159461.51433515,222611.129449951 6159471.22294667,222595.322082258 6159464.0251819,222591.759858553 6159472.05989645,222586.305203504 6159469.54904735,222585.525967068 6159471.39033662,222578.958117111 6159468.37731801))",POINT (1.999691066935699 48.31511449869106),,Avenue du Général de Gaulle,91670,Angerville,,police
5327,,police_municipale,,POINT (2.568753800000031 48.93623869970818),,,,,,police
5340,,police,,POINT (2.360726600000036 48.7724032997488),,,,,,police
5347,Commissariat de police de Sarcelles,police,"SRID=3857;POLYGON((263747.85577897 6271014.30446716,263911.484298487 6270974.78732439,263922.382476636 6271019.91829083,263936.1193018 6271016.59409268,263946.071264277 6271057.8074581,263802.947794964 6271092.37256722,263788.932671073 6271034.35143166,263754.690795705 6271042.61106623,263747.85577897 6271014.30446716))",POINT (2.370239642951756 48.97743297595211),,,,,,police
5358,Commissariat de police de Dammarie-les-Lys,police,,POINT (2.628362400000032 48.51865089981157),462,Avenue du Lys,77190,Dammarie Les Lys,,police
5394,Commissariat de police de Chessy,police,"SRID=3857;POLYGON((310015.386494244 6251324.32852875,310019.950593366 6251319.25230044,310021.909816404 6251322.39956163,310021.687177423 6251321.97654259,310021.253031409 6251321.1135838,310020.963600733 6251320.19986282,310020.841149293 6251318.76159853,310020.907940987 6251317.79711555,310021.074920224 6251316.86647418,310021.59812183 6251315.51281419,310022.421886062 6251314.32836188,310023.434893428 6251313.31311717,310024.225261813 6251312.77165337,310025.071289943 6251312.33171407,310026.485047476 6251311.94253701,310027.431263148 6251311.84101256,310028.867284579 6251311.92561627,310044.663520323 6251310.36890821,310102.037585877 6251307.52622466,310102.059849776 6251308.49070647,310106.267726528 6251312.16250665,310108.627699732 6251310.08125566,310109.874478029 6251309.37058471,310110.531263025 6251309.0829322,310111.833701067 6251308.62607235,310112.557277757 6251308.47378574,310114.227070119 6251308.32149913,310115.373660874 6251308.3553406,310116.776286458 6251308.59223088,310118.768905344 6251309.31982251,310119.971155844 6251309.99665197,310120.561149145 6251310.43659116,310121.607552359 6251311.38415256,310122.553768031 6251312.46708,310123.622435142 6251314.29452039,310124.112240902 6251315.61433868,310124.368275731 6251316.78187043,310125.414678944 6251329.04942381,310127.173526899 6251329.04942381,310132.817425082 6251404.02571215,310124.835817592 6251404.73639105,310124.746761999 6251403.2981124,310045.398228962 6251409.23735876,310045.264645573 6251405.81933043,310034.911932929 6251406.46232575,310020.952468784 6251407.42681883,310020.451531075 6251398.06954853,310018.559099732 6251385.80189516,310015.820640258 6251336.24075648,310015.386494244 6251324.32852875))",POINT (2.785436206463999 48.86129362731774),,Rue du Grand Secours,77700,Chessy,,police
5402,,police_municipale,,POINT (2.295801599999975 48.69558029976785),,,,,,police
5405,Gendarmerie - Brigade de Donnemarie-Dontilly,gendarmerie,,POINT (3.134150000000015 48.47323529982275),16,Avenue du Ralloy,77520,Donnemarie-Dontilly,,police
5411,,police_municipale,,POINT (2.301698499999985 48.79479599974319),,,,,,police
5420,,police_municipale,"SRID=3857;POLYGON((301164.997170419 6145353.17305029,301169.09372768 6145343.66428892,301181.450191158 6145348.84480787,301177.476085337 6145358.16974987,301164.997170419 6145353.17305029))",POINT (2.705485169473648 48.23087763530739),,,,,,police
5421,,,,POINT (2.106028399999976 49.04647929968085),,,,,,police
5426,,police_municipale,,POINT (2.32365399999997 48.67205189977366),,,,,,police
5447,Commissariat de police de Vanves,police,,POINT (2.2872071 48.81885989973724),28,Rue Raymond Marcheron,92170,,,police
